-0,866965592
-0,867344975
-0,867986798
-0,868116677
-0,867893457
-0,867570758
-0,867391944
-0,867931008
-0,868452489
-0,868219554
-0,868070126
-0,868243515
-0,868511736
-0,868920863
-0,869314253
-0,869440496
-0,869514883
-0,87020731
-0,870866477
-0,870773017
-0,869973898
-0,869368553
-0,869287729
-0,869551241
-0,869304061
-0,868405104
-0,867690027
-0,867554545
-0,867552876
-0,867510259
-0,867229402
-0,866400957
-0,865948141
-0,866545498
-0,866735458
-0,866261721
-0,865700424
-0,865181804
-0,865515113
-0,866452932
-0,866390944
-0,866057456
-0,866551042
-0,867003381
-0,867221057
-0,867727399
-0,867589951
-0,867479324
-0,868347108
-0,868964016
-0,869253099
-0,869484425
-0,869029045
-0,868871868
-0,869743705
-0,869972587
-0,869334161
-0,868910611
-0,868737876
-0,868781745
-0,869113326
-0,869045079
-0,868432939
-0,867817223
-0,868176281
-0,86861819
-0,868439019
-0,867575228
-0,866984546
-0,867004335
-0,86738807
-0,867346942
-0,866784096
-0,866361618
-0,866532981
-0,866763473
-0,866719723
-0,866640031
-0,866496623
-0,866604805
-0,867413044
-0,8679474
-0,867799819
-0,867372155
-0,867513537
-0,868229032
-0,869025707
-0,868997157
-0,868568599
-0,868436694
-0,868878186
-0,869355083
-0,869315028
-0,86928755
-0,869457185
-0,869811118
-0,87047565
-0,870705426
-0,870024204
-0,869344294
-0,869430184
-0,869795203
-0,869982958
-0,869461179
-0,868681908
-0,868695259
-0,869031906
-0,868841767
-0,869047105
-0,868862391
-0,867879987
-0,867979109
-0,868480921
-0,868349254
-0,868330896
-0,868452132
-0,868771315
-0,869752228
-0,870406508
-0,870210528
-0,870386422
-0,870819569
-0,87092185
-0,871046662
-0,871248186
-0,870851457
-0,87027812
-0,870505631
-0,870809436
-0,870737493
-0,870328486
-0,870340466
-0,870970249
-0,871916056
-0,872484624
-0,871965587
-0,871049881
-0,870437682
-0,870359957
-0,87071085
-0,871517658
-0,87306416
-0,876034379
-0,880283415
-0,88439101
-0,886214614
-0,886391282
-0,88703531
-0,888227999
-0,888205588
-0,887001753
-0,884904087
-0,881838501
-0,878664434
-0,874890268
-0,869767368
-0,863919079
-0,85779351
-0,851322174
-0,844642162
-0,837894142
-0,830996156
-0,824417949
-0,818860948
-0,81396234
-0,809708238
-0,806128502
-0,803430855
-0,801932633
-0,801661789
-0,802840292
-0,805058539
-0,808146954
-0,812356114
-0,817903399
-0,824348211
-0,831377387
-0,838928401
-0,847107947
-0,856141388
-0,86562711
-0,875025451
-0,884280801
-0,893444598
-0,902623832
-0,911530793
-0,919884205
-0,927618027
-0,934589207
-0,94081974
-0,946598053
-0,951442182
-0,955058753
-0,957586884
-0,958995819
-0,959274054
-0,958408654
-0,955656946
-0,951622546
-0,947002649
-0,941711783
-0,935837924
-0,929450035
-0,922712028
-0,916254938
-0,91023469
-0,904472113
-0,898866057
-0,893297553
-0,887949228
-0,883440733
-0,879745901
-0,876440048
-0,873340487
-0,870460391
-0,867844164
-0,865772367
-0,865033805
-0,865290344
-0,866530299
-0,868444622
-0,871039808
-0,873992622
-0,876990497
-0,879922986
-0,882892013
-0,886240542
-0,889558852
-0,892527699
-0,895084262
-0,897607148
-0,9004547
-0,902570963
-0,904494345
-0,906403363
-0,907323599
-0,907887518
-0,908358157
-0,908527851
-0,908085942
-0,906804621
-0,905504465
-0,904269874
-0,903122187
-0,902322948
-0,901244104
-0,900493085
-0,900579751
-0,900705576
-0,901211679
-0,902344942
-0,903267562
-0,90470171
-0,906829059
-0,908466935
-0,909634352
-0,910699248
-0,911737621
-0,913150728
-0,914199293
-0,913380384
-0,911800086
-0,910406172
-0,908811748
-0,906687558
-0,904159665
-0,901502371
-0,898753643
-0,896237254
-0,893877923
-0,891195774
-0,888074756
-0,884902656
-0,882176757
-0,879638374
-0,877141297
-0,874579608
-0,871863544
-0,869599164
-0,867602885
-0,865365088
-0,86305964
-0,860814214
-0,858776748
-0,857538581
-0,856129587
-0,854143739
-0,852333486
-0,851334333
-0,851076901
-0,850951254
-0,85061115
-0,850321174
-0,850878417
-0,852517247
-0,854004085
-0,855031967
-0,856553435
-0,85834831
-0,859872818
-0,86194998
-0,86391443
-0,865167618
-0,866388202
-0,868189275
-0,870593429
-0,872823179
-0,87434268
-0,875884473
-0,878123939
-0,882061303
-0,884956241
-0,885270476
-0,885495961
-0,88600421
-0,886267424
-0,886045575
-0,885576546
-0,884486079
-0,883175194
-0,882167578
-0,881444514
-0,880068779
-0,878348887
-0,877040625
-0,875522435
-0,874097109
-0,873289764
-0,871770263
-0,870329261
-0,870551705
-0,870963454
-0,871566474
-0,872538209
-0,873201787
-0,874277592
-0,876282573
-0,878301799
-0,879789293
-0,881257117
-0,882935166
-0,884895861
-0,887004435
-0,888377428
-0,889436245
-0,890903413
-0,892281234
-0,893536091
-0,894488931
-0,893956244
-0,893425941
-0,893501878
-0,892977953
-0,892204046
-0,891469657
-0,890518725
-0,890044868
-0,890918374
-0,891122818
-0,891003788
-0,892014325
-0,892967284
-0,893733442
-0,894089937
-0,89377296
-0,892413735
-0,891096056
-0,890084505
-0,888412297
-0,885950565
-0,883156717
-0,880736172
-0,878530204
-0,876364708
-0,874273419
-0,872398853
-0,870589852
-0,869079351
-0,868174136
-0,867189348
-0,866327584
-0,865873456
-0,866248965
-0,867451072
-0,869040549
-0,870607436
-0,87241298
-0,875167072
-0,878364444
-0,881748319
-0,885266244
-0,889063001
-0,893084586
-0,897380054
-0,901224077
-0,904505551
-0,907178462
-0,909690499
-0,911991417
-0,913579345
-0,913749218
-0,912779689
-0,911334097
-0,909669876
-0,907370448
-0,90425545
-0,900875807
-0,897732735
-0,894532561
-0,89126128
-0,888013005
-0,884538531
-0,881064773
-0,877986073
-0,874947488
-0,87169826
-0,868414462
-0,865062952
-0,861491263
-0,857634544
-0,854621589
-0,852477431
-0,852043927
-0,85259968
-0,854065001
-0,856179893
-0,858404338
-0,860711634
-0,863398194
-0,866286099
-0,869263947
-0,871884108
-0,873900056
-0,876075387
-0,878809154
-0,88086009
-0,882436574
-0,883920491
-0,885508239
-0,887330949
-0,889126658
-0,889465868
-0,889656961
-0,889540672
-0,889284551
-0,889492571
-0,889178097
-0,88754642
-0,885698497
-0,884077251
-0,882178724
-0,880235136
-0,877967775
-0,875583172
-0,87356019
-0,872132421
-0,870566607
-0,868801236
-0,86720407
-0,865830898
-0,865352094
-0,865304053
-0,865284622
-0,865196586
-0,865823925
-0,86684823
-0,867894411
-0,868891895
-0,870221198
-0,871992648
-0,873974681
-0,876186371
-0,878027439
-0,879674971
-0,881350935
-0,883089304
-0,884724498
-0,887064934
-0,888326824
-0,888496876
-0,888978124
-0,889508605
-0,889026999
-0,888004303
-0,887009084
-0,885699034
-0,884198427
-0,883044124
-0,881629765
-0,8795349
-0,877607107
-0,87604934
-0,874574244
-0,87348336
-0,872257352
-0,870753169
-0,869852901
-0,869473398
-0,869341493
-0,869274616
-0,869804561
-0,870313048
-0,871538937
-0,87337625
-0,875130653
-0,876129389
-0,877471507
-0,879306436
-0,881221831
-0,883005202
-0,8843171
-0,885362923
-0,887575328
-0,889660954
-0,890073597
-0,88973403
-0,88985616
-0,889678419
-0,889077544
-0,888049006
-0,886903465
-0,884765983
-0,882833064
-0,881924808
-0,880780518
-0,878919363
-0,877331257
-0,875862777
-0,874342322
-0,873716533
-0,872931659
-0,872164845
-0,872164845
-0,872397184
-0,872781217
-0,873581409
-0,874085546
-0,874159396
-0,875065625
-0,876514316
-0,877704263
-0,878669322
-0,879441977
-0,88073343
-0,88268292
-0,884216845
-0,885214627
-0,886691928
-0,888799906
-0,890457094
-0,892308652
-0,892622769
-0,89237982
-0,891664147
-0,890879095
-0,890694976
-0,890208662
-0,888627648
-0,887440026
-0,886573553
-0,885231614
-0,884075165
-0,882809877
-0,881290436
-0,880091429
-0,87952131
-0,878649414
-0,876544476
-0,875059485
-0,873546898
-0,872851729
-0,873440683
-0,873750448
-0,873307228
-0,873690426
-0,874750435
-0,875395
-0,876525819
-0,877801955
-0,878760517
-0,880174458
-0,88228339
-0,883256257
-0,884149551
-0,884854138
-0,885225296
-0,886336207
-0,888321042
-0,887975276
-0,887536466
-0,887830853
-0,888064742
-0,888108611
-0,887630463
-0,887003183
-0,886059046
-0,885300279
-0,885079265
-0,884684741
-0,882712364
-0,880732417
-0,879842639
-0,878996372
-0,878542304
-0,878183603
-0,87668556
-0,876692116
-0,877959549
-0,878091156
-0,878837347
-0,879995823
-0,880689263
-0,881590605
-0,88285917
-0,883401573
-0,883417547
-0,883763075
-0,884353697
-0,885820925
-0,886740327
-0,886349738
-0,885681033
-0,886195064
-0,886977434
-0,887199879
-0,887313724
-0,887414217
-0,886380613
-0,886033118
-0,885506272
-0,883975148
-0,881692111
-0,879840136
-0,878006458
-0,876572907
-0,875096679
-0,873144627
-0,872134864
-0,8721053
-0,871730208
-0,871884763
-0,872478664
-0,872916937
-0,873678625
-0,875243664
-0,876430273
-0,877512574
-0,87804234
-0,878211975
-0,879104018
-0,880949736
-0,881915689
-0,882529318
-0,883672833
-0,885013223
-0,886242211
-0,887235045
-0,887633502
-0,888384283
-0,889196157
-0,889352798
-0,889200628
-0,88843143
-0,886696994
-0,885245144
-0,884575069
-0,88368547
-0,882196546
-0,880479991
-0,879100204
-0,878149807
-0,877292514
-0,876340389
-0,875696778
-0,874665737
-0,874203742
-0,87433362
-0,874108195
-0,873048961
-0,872568667
-0,872573555
-0,873126864
-0,873917222
-0,874209881
-0,873990536
-0,8749668
-0,876676083
-0,877707958
-0,878611267
-0,880114973
-0,880989432
-0,88271296
-0,884639621
-0,886113882
-0,88727504
-0,888782024
-0,889721513
-0,890939057
-0,891666651
-0,890145779
-0,888363957
-0,886978388
-0,885285676
-0,883185327
-0,881065845
-0,878926754
-0,877054155
-0,875919759
-0,874882817
-0,873579681
-0,872228324
-0,870802581
-0,869908512
-0,868680298
-0,866983593
-0,864633977
-0,863087535
-0,862306237
-0,861821234
-0,862007797
-0,862723112
-0,863933444
-0,865908682
-0,868565559
-0,87151444
-0,874946117
-0,878029764
-0,881043851
-0,884169221
-0,88728559
-0,889493883
-0,890963793
-0,892241061
-0,893548012
-0,894329548
-0,894493282
-0,893859446
-0,893232703
-0,892614543
-0,891776264
-0,890820622
-0,889789343
-0,887965262
-0,886522233
-0,885547698
-0,884301901
-0,882660508
-0,880397439
-0,877868831
-0,87596792
-0,873955846
-0,871140838
-0,869128287
-0,866998792
-0,863756597
-0,862864435
-0,862839222
-0,862475097
-0,862680614
-0,863244474
-0,864121258
-0,865660429
-0,866933465
-0,86756134
-0,868647218
-0,869943082
-0,870986879
-0,872004688
-0,873157859
-0,874262094
-0,876234353
-0,87856251
-0,880188406
-0,881527066
-0,882688046
-0,883790195
-0,885767996
-0,8889395
-0,888973832
-0,88824904
-0,888107121
-0,887582839
-0,886859119
-0,885537624
-0,883845747
-0,882066965
-0,880678594
-0,879102886
-0,877493501
-0,875946045
-0,874077678
-0,872460067
-0,871787965
-0,870384395
-0,868802071
-0,868264318
-0,867824018
-0,86726445
-0,867448509
-0,867699802
-0,86788094
-0,868851125
-0,869980633
-0,870795846
-0,871971011
-0,871851027
-0,873365521
-0,874228716
-0,874074757
-0,874963224
-0,874088407
-0,874302566
-0,875927329
-0,880812764
-0,882362247
-0,884879529
-0,888886392
-0,889510453
-0,891464651
-0,894256115
-0,893064737
-0,891174197
-0,890008271
